index,prediction
1658,13.0 inch
1659,13.0 inch
1660,13.0 cm
1661,12.5 centimeter
1662,
1663,900 watt
1664,
1665,66.6 watt
1666,66.6 watt
1667,12.0 fluid ounce
1668,3.50 ounce
1669,
1670,110.0 volt
1671,21.5 centimetre
1672,21.5 centimetre
1673,65.0 cm
1674,187.0 pound
1675,11.7 centimetre
1676,8.0 floz
1677,21.2 kilogram
1678,17.0 inch
1679,
1680,11.02 cm
1681,11.02 cm
1682,
1683,125.0 gram
1684,
1685,
1686,10.5 centimetre
1687,29.0 inch
1688,5.0 inch
1689,
1690,
1691,110.0 pound
1692,30.0 kilogram
1693,5.9 inch
1694,5.9 inch
1695,5.9 inch
1696,91.0 cm
1697,18.7 kilogram
1698,265.0 pound
1699,
1700,12.0 volt
1701,
1702,28.0 cm
1703,
1704,6.7 centimetre
1705,20.0 centimetre
1706,113.0 gram
1707,
1708,
1709,
1710,
1711,3.600000 meter
1712,33.0 centimetre
1713,33.0 centimetre
1714,
1715,1.5 inch
1716,0.99 kilogram
1717,11.0 FL0Z 325mL
1718,11.0 fluid_ounce
1719,12.0 centimetre
1720,","
1721,
1722,7.5 cm
1723,7.5 centimetre
1724,2930.0 watt
1725,59.0 pound
1726,110.0 volt
1727,150.0 kilogram
1728,
1729,
1730,
1731,76.2 cm
1732,250.0 pound
1733,3.0 oz
1734,81.0 centimetre
1735,
1736,34.0 centimeter
1737,
1738,
1739,18.0 volt
1740,
1741,
1742,5.8 inch
1743,
1744,
1745,120.0 volt
1746,
1747,340.0 inch
1748,180.0cm
1749,13.4 inch
1750,
1751,
1752,950.0 gram
1753,
1754,4350.0 watt
1755,13cm 20.5cm
1756,","
1757,
1758,9.5 inch
1759,
1760,
1761,
1762,13.7 centimetre
1763,13.7 centimetre
1764,120.0 volt
1765,
1766,50
1767,425.0 mm
1768,16.3 kilogram
1769,265.0 pound
1770,120.0 pound
1771,
1772,220 volt
1773,4.13 inch
1774,10.5 cm
1775,30.0 gram
1776,60.0 gram
1777,13.8 cm
1778,
1779,20.0 volt
1780,5 ITHUM IO
1781,18.0 centimetre
1782,4.0 inch
1783,
1784,249.72 millimeter
1785,249.72 millimeter
1786,3.5 inch
1789,20.1 cm
1790,0.56 cm
1791,56.0 cm
1792,120.0 pounds
1793,10.0 ounce
1794,37.0 centimetre
1795,37.0 centimetre
1796,35.0 centimetre
1797,35.0 centimetre
1798,0.9 inch
1799,0.9 inch
1800,73.0 cm
1801,15.0 ounce
1802,265.0 pound
1803,
1804,21.0 inch
1805,80.0 centimetre
1806,
1807,11.59 inch
1808,177.5 centimeter
1809,
1810,18.0 centimetre
1811,18.0 centimetre
1812,16.0 cm
1813,16.0 centimetre
1814,5.0 centimetre
1815,380.0 cm
1816,7.87 inch
1817,7.87 inch
1818,7.0 oz
1819,20.0 volt
1820,3.0 ounce
1821,7.80 inch
1822,7.0 inch
1823,
1824,
1825,Not Found
1826,66.0 cm
1827,66.0 centimetre
1828,0.98 inch
1829,3.14 centimetre
1830,6.7 centimetre
1831,
1832,
1833,
1834,
1835,
1836,numerical_value unit
1837,51.0 inch
1838,
1839,15 15.0
1840,18.5 centimetre
1841,406.0 gram
1842,numerical_value unit
1843,29.5 centimetre
1844,centimetre
1845,60.43 cm
1846,
1847,94.0 watt
1848,
1849,7.50 centimetre
1850,7.0 centimetre
1851,2.7 inch
1852,2.7 inch
1853,
1854,20.0 centimetre
1855,265.0 pound
1856,735.0 millimeter
1857,
1858,350.0 pound
1859,50.0 pound
1860,600.0 millilitre
1861,701 pound
1862,1.2 cm
1863,4.1 inch
1864,45.0 centimetre
1865,26.0 centimetre
1866,
1867,32-inch
1868,
1869,7.7 pound
1870,7.28 inch
1871,200.0 millimetre
1872,2.0 cm
1873,7.9 inch
1874,
1875,
1876,25.0 pound
1877,
1878,Not Available
1879,
1880,8mm R3
1881,8mm R3
1882,numerical_value unit
1883,
1884,3.0 inch
1885,3.0 inch
1886,13.0 cm
1887,
1888,21.60 centimetre
1889,
1890,19.5 centimetre
1891,2.95 inch
1892,2.95 inch
1893,13.5 centimetre
1894,2.9 pound
1895,275.0 pound
1896,
1897,47.0 centimetre
1898,12.0 ounce
1899,130.0 cm
1900,800 pounds
1901,1.7 inch
1902,
1903,4.7 inch
1904,4.7 inch
1905,3.5 inch
1906,3.5 inch
1907,200.0 pound
1908,17.0 inch
1909,
1910,
1911,3.8 cm
1912,
1913,14.5 inch
1914,18.0 volt
1915,500.0 kilogram
1916,
1917,
1918,20.5 inch
1919,27.5 kilogram
1920,
1921,KING'S SOCE ROAST EEL SAUC
1922,120.0 centimetre
1923,115.0 mm
1924,1.9 cm
1925,1.90 centimetre
1926,
1927,20.7 fluid_ounce
1928,
1929,200.0 millilitre
1930,5.9 inch
1931,","
1932,21.59 cm
1933,21.59 cm
1934,120.0 volt
1935,39.0 centimetre
1936,Not available
1937,110.0 volt
1938,
1939,150.0 kilogram
1940,
1941,Not available
1942,2.5 ounce
1943,35.0 centimeter
1944,40.0 centimetre
1945,1.5 liter
1946,8
1947,30.0 centimetre
1948,
1949,14.5 centimetre
1951,5.0 volt
1952,4.2 oz
1953,
1954,
1955,130.0 centimeter
1956,34.0 inch
1957,910.0 gram
1958,No numerical value provided in the text to determine maximum_weight_recommendation.
1959,3.74 inch
1960,500.0 millilitre
1961,8.0 centimetre
1962,8.0 centimetre
1963,17.0 inch
1964,
1965,
1966,0.44 ounce
1967,18.5 inch
1968,140.0 inch
1969,
1970,17.3 cm
1971,35.0 pound
1972,6.5 centimetre
1973,8.0 centimetre
1974,8.0 centimetre
1975,
1976,28mm 28.0
1977,28.0 millimetre
1978,10.0 ounce
1979,61.0 millimeter
1980,61.0 millimeter
1981,
1982,18.0 ounce
1983,
1984,25.0 centimetre
1985,
1986,
1987,61.0 pound
1988,2.2 ounce
1989,300.0 pound
1990,40.0 centimeter
1991,42
1992,11.5 inch
1993,42.0 inch
1994,40.0 cm
1995,190.0 cm
1996,80.0 cm³
1997,2.5 centimetre
1998,3.6 inch
1999,6.75 inch
2000,235.0 millimeter
2001,74.0 centimetre
2002,2.4 centimetre
2003,
2004,600.0 watt
2005,120.0 volt
2006,
2007,
2008,
2009,
2010,5.5 volt
2011,5.5 watt
2012,2.56 inch
2013,
2014,108.0 centimetre
2015,
2016,108.0 centimetre
2017,
2018,1.6 pound
2019,
2020,
2021,
2022,
2023,4.75 inch
2024,
2025,18.0 centimetre
2026,18.0 centimetre
2027,
2028,18.5 centimetre
2029,18.5 cm
2030,37.0 centimetre
2031,
2032,
2033,15.0 centimetre
2034,15.00 centimetre
2035,
2036,
2037,7.0 ounce
2038,38.2 inch
2039,25.0 centimetre
2040,
2041,15.0 centimetre
2042,15.0 centimetre
2043,231.0 millimetre
2044,231.0 millimeter
2045,5.0 gram
2046,12.3 kilogram
2047,
2048,34.5 inch
2049,34.5 inch
2050,100.0 cm
2051,50.0 pound
2052,250.0 gigabyte
2053,
2054,1.30 inch
2055,0.0 inch
2056,3.0 inch
2057,3.0 inch
2058,
2059,
2060,2.0 ounce
2061,
2062,
2063,175.0 millimeter
2064,
2065,39.4 centimetre
2066,
2067,100.0 cm
2068,30.0 inch
2069,10.0 ounce
2070,121.5 litre
2071,7.2 volt
2072,14.0 inch
2073,
2074,690.0 gram
2075,3.8 volt
2076,12.0 inch
2077,numerical_value unit
2078,6.80 volt
2079,76.0 cm
2080,76.0 cm
2081,76.0 centimetre
2082,76.0 centimetre
2083,
2084,3.3 inch
2085,3.3 inch
2086,3.30 inch
2087,15.0 ounce
2088,1.65 pound
2089,3.52 ounce
2090,8.7 inch
2091,8.7 inch
2092,
2093,19.2 volt
2094,
2095,236.0 gram
2096,3.0 centimetre
2097,3.0 centimetre
2098,21.0 grams
2099,4500 watt
2100,
2101,
2102,
2103,120.0 millimetre
2104,115.0 millimeter
2105,
2106,
2107,0.475 kilogram
2108,
2109,
2110,
2111,
2112,220.0 millimeter
2113,220.0 millimetre
2114,
2115,0.59 cm
2116,25.0 kilogram
2117,
2118,
2119,
2120,
2121,7.0 centimetre
2122,7.0 centimetre
2123,16.0 centimetre
2124,
2125,
2126,
2127,2.16 inch
2128,2.16 inch
2129,4.50 gram
2130,
2131,
2132,38.0 centimetre
2133,38.0 centimetre
2134,250.0 gram
2135,
2136,
2137,
2138,23.23 centimetre
2139,
2140,115.0 volt
2141,18.5 inch
2142,18.5 inch
2143,
2144,550.0 watt
2145,
2146,
2147,
2148,
2149,20.6 centimetre
2150,45.0 centimetre
2151,1.9 inch
2152,2.0 inch
2153,6.0 inch
2154,
2155,
2156,55.1 inch
2157,55.0 inch
2158,20.0 centimeter
2159,1000 pound
2160,4.6 inch
2161,12.0 volt
2162,
2163,18.0 ounce
2164,1.57 inch
2165,1.57 inch
2166,
2167,
2168,
2169,171.0 gram
2170,29.5 centimetre
2171,10.0 centimetre
2172,
2173,6.0 centimetre
2174,6.0 centimetre
2175,35.0 centimetre
2176,45.0 second
2177,1300.0 watt
2178,220.0 volt
2179,21.3 centimetre
2180,
2181,21.3 centimeter
2182,20.0 centimeter
2183,20.0 centimetre
2184,20.0 centimetre
2185,
2186,1200.0 watt
2187,
2188,
2189,500.0 millilitre
2190,
2191,419.0 grams
2192,
2193,26.0 inch
2194,11.0 inch
2195,
2196,18.0 centimetre
2197,5.0 foot
2198,20.0 centimetre
2199,20.0 centimetre
2200,7.0 cm
2201,
2202,113.0 centimetre
2203,113.0 centimetre
2204,
2205,97.99 centimetre
2206,1.79 meter
2207,179.0 centimetre
2208,
2209,30.0 gram
2210,
2211,75.0 gram
2212,
2213,1.38 inch
2214,
2215,200.0 grams
2216,15.0 pound
2217,21.0 cm
2218,24.0 cm
2219,
2220,13.8 inch
2221,2.76 inch
2222,2.76 inch
2223,10.71 pound
2224,120.0 volt
2225,1500.0 watt
2226,12.99 inch
2227,15.6WXGA HD 40 Pins
2228,3.5 pound
2229,800 pounds
2230,163.0 centimetre
2231,numerical_value unit
2232,13.0 inch
2233,23.04 pound
2234,12.0 volt
2235,214.0 inch
2236,11.5 centimetre
2237,108.0 centimetre
2238,2.1 foot
2239,
2240,
2241,
2242,
2243,3.3 pound
2244,
2245,
2246,110.0 pound
2247,
2248,1.8 inch
2249,
2250,20.5 centimetre
2251,
2252,7.00 inch
2253,
2254,1.0 inch
2255,26.5 centimetre
2256,265.0 pound
2257,14.3 centimetre
2258,5.03 inch
2259,5.03 inch
2260,
2261,
2262,
2263,
2264,
2265,115.0 volt
2266,160.0 gram
2267,8.2 pound
2268,6.0 volt
2269,3.54 inch
2270,7.9 inch
2271,
2272,
2273,8.8 kilogram
2274,65.0 Ibs
2275,12.000 volt
2276,
2277,
2278,
2279,400.0 millimeter
2280,400.0 millimeter
2281,170.0 gram
2282,76.0 cm
2283,
2284,120.0 cm
2285,
2286,
2287,
2288,
2289,
2290,75.0 centimetre
2291,300.0 millimetre
2292,
2293,23.0 cm
2294,23.0 centimetre
2295,
2296,
2297,
2298,45.0 centimetre
2299,
2300,450.0 ton
2301,1.41 pound
2302,0.10 fl.oz.
2303,35.0 inch
2304,23.6 inch
2305,
2306,1.5 quart
2307,
2308,50.0 gram
2309,58.0 ounce
2310,
2311,53.0 g
2312,200.0 centimeter
2313,30.0 cm
2314,
2315,98.0 centimetre
2316,
2317,1.0454 kilogram
2318,29.87 inch
2319,71.02 oz
2320,4.0 cm
2321,4.0 inch
2322,2.0 ounce
2323,
2324,
2325,
2326,12.0 volt
2327,
2328,32.5 centimetre
2329,2.0 centimetre
2330,3.0 centimetre
2331,
2332,23.0 cm
2333,
2334,350.0 pound
2335,830.0 millilitre
2336,265.0 pound
2337,135.36 mm
2338,71.0 millimetre
2339,
2340,60.0 gram
2341,1.30 centimetre
2342,8.0 centimetre
2343,
2344,16.0 ounce
2345,14.5 centimetre
2346,14.5 centimetre
2347,
2348,10.0 watt
2349,
2350,2.54 centimetre
2351,300.0 watt
2352,300.0 watt
2353,15.5 centimetre
2354,15.5 centimetre
2355,
2356,46.85 inch
2357,
2358,117.0 centimetre
2359,
2360,1.891 pound
2361,
2362,2.600 kilogram
2363,150.0 g
2364,12.0 volt
2365,41.3 inch
2366,
2367,58.0 cm
2368,4.7 cm
2369,4.7 centimetre
2370,2000.0 kilogram
2371,45.0 pound
2372,6.6 pound
2373,76.0 cm
2374,36.00 centimetre
2375,2.0 centimetre
2376,2.5 centimetre
2377,20.0 kilogram
2378,150.0 kilogram
2379,
2380,29.0 centimetre
2381,
2382,1.8 pound
2383,700.0 watt
2384,23.0 centimetre
2385,23.0 cm
2386,1.2 kilogram
2387,
2388,22.0 centimetre
2389,5.0 centimetre
2390,12.0 oz
2391,
2392,43.0 cm
2393,
2394,43.0 centimetre
2395,1.37 cm
2396,1.37 cm
2397,220.0 pound
2398,37.8 inch
2399,70.0 centimetre
2400,
2401,97.0 centimetre
2402,58.0 pound
2403,
2404,
2405,260.0 centimetre
2406,4.5 inch
2407,4.5 inch
2408,1.8 centimetre
2409,
2410,1.00 pound
2411,12.0 inch
2412,
2413,
2414,6.5 inch
2415,2.1 kilogram
2416,
2417,12.0 centimetre
2418,37.0 centimetre
2419,37.0 centimetre
2420,6.1 inch
2421,
2422,6.1 inch
2423,30.0 grams
2424,18.5 inch
2425,16.0 pound
2426,
2427,
2428,120.0 centimetre
2429,120.0 cm
2430,
2431,1000 watt
2432,
2433,10.0 inch
2434,12.0 fluid ounce
2435,
2436,
2437,14.5 cm
2438,
2439,18.70 centimetre
2440,18.7 centimetre
2441,2.36 inch
2442,16.0 kilogram
2443,343.0 gram
2444,
2445,
2446,32.0 centimetre
2447,32.0 inch
2448,84.0 inch
2449,
2450,84.0 inch
2451,
2452,
2453,30.0 kilogram
2454,2.20 inch
2455,2.20 inch
2456,60.0 centimetre
2457,180.0 centimeter
2458,41.0 inch
2459,
2460,22.0 inch
2461,900.0 watt
2462,220.0 volt
2463,59.0 pound
2464,
2465,5.0 centimetre
2466,4.0 ounce
2467,10.5 centimetre
2468,62.0 mm
2469,19.0 centimetre
2470,
2471,
2472,
2473,10.0 centimetre
2474,11.20 centimetre
2475,11.2 centimetre
2476,11.2 centimetre
2477,2.000 millimetre
2478,216.0 piece
2479,
2480,3.6 watt
2481,3.6 volt
2482,32.0 centimetre
2483,120.0 fluid_ounce
2484,2.4 inch
2485,2.4 inch
2486,6.5 centimetre
2487,6.50 centimetre
2488,700.0 watt
2489,
2490,23.6 inch
2491,migco gram
2492,12.0 volt
2493,3.93 inch
2494,3.93 centimetre
2495,3.93 inch
2496,80.0 centimetre
2497,[voltage value] volt
2498,
2499,640.0 fluid ounce
2500,45.0 centimetre
2501,
2502,140.0 cm
2503,8.0 centimetre
2504,11.75 inch
2505,11.75 inch
2506,11.75 inch
2507,150.0 millimeter
2508,200.0 kilogram
2509,KETTLE POTATO CHIPS
2510,
2511,
2512,2.0 oz
2513,15.0 centimetre
2514,15.0 centimetre
2515,15.0 centimetre
2516,200.0 milliliter
2517,170.0 gram
2518,439.0 gram
2519,
2520,10.0 centimetre
2521,
2522,
2523,
2524,200.0 cm
2525,
2526,300.0 watt
2527,
2528,wth hints of carame sweness and Not Available
2529,60.0 gram
2530,48.0 centimetre
2531,
2532,106.0 pound
2533,30.5 centimetre
2534,30.5 centimetre
2535,30.5 centimetre
2536,275.0 milligrams (mg)
2537,4.72 inch
2538,8.0 millilitre
2539,23.0 millimetre
2540,13.0 centimetre
2541,
2542,500.0 watt
2543,
2544,10.5 centimetre
2545,
2546,10.5 inch
2547,40.0 centimeter
2548,40.0 centimetre
2549,280.0 centimetre
2550,280.0 centimetre
2551,250.0 kilogram
2552,
2553,4.7 inch
2554,
2555,
2556,
2557,
2558,30.7 inch
2559,70.0 cm
2560,70.0 cm
2561,265.0 pound
2562,65.0 gram
2563,
2564,
2565,
2566,6.7 oz
2567,
2568,105.0 gram
2569,5.018 volt
2570,
2571,
2572,6.0 centimetre
2573,
2574,
2575,27.0 centimetre
2576,21.6 volt
2577,
2578,
2579,
2580,
2581,
2582,120 volt
2583,60.0 watt
2584,22.0 kilogram
2585,12.0 bar
2586,
2587,33.0 centimetre
2588,33.0 centimetre
2589,8.0 kilogram
2590,1.4 kilogram
2591,5.1 inch
2592,5.1 cm
2593,30.3 cm
2594,0.320 grams
2595,18.0 centimetre
2596,18.0 centimetre
2597,10.0 pounds
2598,
2599,20.3 centimetre
2600,20.3 centimetre
2601,20.3 centimetre
2602,32.0 centimetre
2603,264.5 pound
2604,2807.0 grams
2605,
2606,1.78/4.5cm Bend
2607,
2608,35.0 centimetre
2609,35.00 centimetre
2610,5.9 inch
2611,5.9 inch
2612,5.9 inch
2613,12.59 inch
2614,12.59 inch
2615, 2.78 inches    connection 
2616,
2617,
2618,330.0 pound
2619,28.0 inch
2620,28.0 inch
2621,28.0 inch
2622,16.5 centimetre
2623,180.0 centimetre
2624,48.0 centimeter
2625,12.5 inch
2626,12.5 inch
2627,30.0 pound
2628,90.0 watt
2629,
2630,200.0 pound
2631,130.0 gram
2632,70.0 pound
2633,
2634,110.0 volt
2635,12.58 inch
2636,12.58 inch
2637,40.0 cm
2638,18.0 inch
2639,100.0 pound
2640,1.0 inch
2641,1.0 inch
2642,8.6 inch
2643,20.0 volt
2644,
2645,85.0 ounce
2646,38.0 inch
2647,17.0 cm
2648,17.0 centimetre
2649,9.8 inch
2650,9.8 inch
2651,9.8 inch
2652,
2653,
2654,
2655,
2656,600.0 pound
2657,600.0 pound
2658,414.0 millilitre
2659,12.0 volt
2660,16.0 inch
2661,17.5 centimetre
2662,
2663,9.75 inch
2664,2500.0 pound
2665,
2666,
2667,85.0 ounce
2668,283.0 grams
2669,130.0 mm
2670,130.0 mm
2671,
2672,38.5 centimetre
2673,100.0 kilogram
2674,
2675,75.0 centimetre
2676,
2677,5.0 inch
2678,
2679,11.8 inch
2680,11.8 inch
2681,180.0 centimetre
2682,25.0 cm
2683,22.44 inch
2684,22.44 inch
2685,
2686,
2687,4.2 pound
2688,
2689,
2690,13.5 volt
2691,
2692,7.5 centimetre
2693,7.5 centimetre
2694,7.5 centimetre
2695,
2696,2.75 inch
2697,16.0 centimetre
2698,160.0 cm
2699,15.50 cm
2700,15.50 cm
2701,21.0 pound
2702,600 pound
2703,
2704,244.0 centimeter
2705,
2706,12.0 volt
2707,
2708,
2709,29.5 centimetre
2710,8.20 centimetre
2711,8.20 centimetre
2712,275.0 gram
2713,330.0 pound
2714,
2715,30.0 pound
2716,
2717,20.0 cm
2718,
2719,14.0 inch
2720,14.1 inch
2721,90.0 millimeter
2722,90.0 millimetre
2723,90.0 millimeter
2724,13.0 grams
2725,2.1 cm
2726,600.0 millilitre
2727,
2728,0.00 fluid ounce
2729,
2730,0.6 inch
2731,
2732,
2733,1.17 volt
2734,1.17 watt
2735,
2736,
2737,
2738,
2739,3.5 pound
2740,15.0 centimetre
2741,15.0 centimetre
2742,15.0 centimetre
2743,169.5 centimetre
2744,4.2 volt
2745,24.0 centimetre
2746,28.0 inch
2747,20.0 gram
2748,
2749,225.0 centimetre
2750,225.0 centimetre
2751,250.0 grams
2752,5.0 centimetre
2753,5.0 centimetre
2754,
2755,
2756,
2757,
2758,31.0 kilogram
2759,1570.0 watt
2760,0.0 volt
2761,
2762,
2763,75.0 pet
2764,28.0 ounce
2765,15.7 in/40 cm
2766,15.7 inch
2767,3.0 inch
2768,2.25 inch
2769,24.0 unit
2770,340.0 gram
2771,2.5 centimetre
2772,2.5 centimetre
2773,
2774,150.0 kilogram
2775,161.0 mm
2776,
2777,
2778,120.0 watt
2779,
2780,220.0 volt
2781,"18"" 18"""
2782,21.5 centimetre
2783,
2784,22.0 centimetre
2785,22.0 centimetre
2786,22.0 centimetre
2787,6.35 ounce
2788,8.0 ounce
2789,10.0 metre
2790,
2791,1.18 meter
2792,28.00 centimetre
2793,73.0 mm
2794,73.0 mm
2795,12.5 centimetre
2796,4.52 centimeter
2797,4.52 inch
2798,10.0 centimetre
2799,22.686 grams
2800,102.0 centimetre
2801,189.0 cm
2802,227.0 gram
2803,14.0 centimetre
2804,14.0 centimetre
2805,70.0 centimetre
2806,
2807,8.0 centimetre
2808,45.0 pound
2809,175.0 millimetre
2810,27.0 centimetre
2811,7.5 centimetre
2812,
2813,0.00 watt
2814,3.60 ounce
2815,
2816,15000.0 watt
2817,6.0 centimetre
2818,4.52 inch
2819,
2820,
2821,4.0 pound
2822,24.0 centimetre
2823,24.0 centimetre
2824,
2825,11.0 pound
2826,
2827,120 volt
2828,
2829,1350.0 watt
2830,14.0 cm
2831,7.8 centimetre
2832,7.8 centimetre
2833,1600.0 watt
2834,4.41 ounce
2835,
2836,
2837,40.0 centimetre
2838,2.16 inch
2839,2.16 inch
2840,
2841,220.0 volt
2842,
2843,39.0 gram
2844,not available unit
2845,
2846,
2847,29.8 centimeter
2848,29.8 centimetre
2849,29.8 centimetre
2850,
2851,72.0 gram
2852,
2853,4.70 mm
2854,20.0 ml
2855,5.6 inch
2856,
2857,
2858,4.3 inch
2859,4.3 in
2860,220.0 millimeter
2861,220.0 millimetre
2862,16.8 volt
2863,
2864,907.0 gram
2865,
2866,
2867,30.0 centimetre
2868,120.0 centimetre
2869,226.0 ounce
2870,
2872,16.0 centimetre
2873,16.0 centimetre
2874,8.5 inch
2875,8.46 inch
2876,2.29 ounce
2877,2.29 ounce
2878,2.0 centimetre
2879,180.0 cm
2880,75.0 gram
2881,
2882,23.8 pound
2883,25.0 centimetre
2884,
2885,
2886,11.5 kilogram
2887,11.0 inch
2888,
2889,
2890,454.0 gram
2891,
2892,
2893,
2894,
2895,
2896,
2897,
2898,31.0 centimetre
2899,
2900,4.4 centimetre
2901,4.8 centimetre
2902,40.49 inch
2903,10.0 gram
2904,
2905,9.9 centimetre
2906,
2907,18.0 volt
2908,127.0 cm
2909,
2910,2.2 inch
2911,8.3 inch
2912,57.0 centimetre
2913,57.0 centimetre
2914,3.0 volt
2915,35.0 centimetre
2916,16.0 cm
2917,1200 watt
2918,1200 watt
2919,2.6 inch
2920,2.6 inch
2921,8.8 ounce
2922,23.50 centimetre
2923,1.60 inch
2924,1.60 inch
2925,
2926,2.0 centimetre
2927,2.0 centimetre
2928,
2929,7.28 inch
2930,7.28 inch
2931,90.0 pound
2932,31.5 pound
2933,25.0 kilogram
2934,
2935,53.0 cm
2936,10.3 millimetre
2937,7.87 inch
2938,7.87 inch
2939,450.0 grams
2940,154.0 pound
2941,
2942,
2943,
2944,
2945,9.43 cm
2946,
2947,210.0 centimetre
2948,
2949,25.5 centimetre
2950,4.0 centimetre
2951,2.400 pound
2952,8.0 centimetre
2953,
2954,1.25 watt
2955,7.0 volt
2956,
2957,80.0 volt
2958,
2959,36.5 inch
2960,65.0 centimetre
2961,
2962,
2963,2.5 centimetre
2964,340.0 gram
2965,
2966,
2967,ficdic User Manual
2968,14.0 centimetre
2969,14.0 centimetre
2970,
2971,18.75 inch
2972,4.0 inch
2973,135.0 millimetre
2974,5.32 inch
2975,283.0 net weight
2976,45.0 centimeter
2977,
2978,1150.0 watt
2979,
2980,12.0 inch
2981,
2982,10.0 pound
2983,16.6 pound
2984,38.0 centimetre
2985,410.0 gram
2986,330.0 pound
2987,
2988,
2989,134.0 Cubic Feet Per Minute
2990,Not Available unit
2991,50.0 gram
2992,80.0 millimeter
2993,8.60 centimetre
2994,8.6 centimetre
2995,23.9 centimetre
2996,
2997,5.0 watt
2998,
2999,150.0 kilogram
3000,
3001,4.13 inch
3002,4.13 inch
3003,14.0 centimetre
3004,14.0 centimetre
3005,4.8 centimetre
3006,4.8 centimetre
3007,47.2 centimeter
3008,
3009,7.0 centimetre
3010,80.00 millimeter
3011,80.00 millimeter
3012,
3013,Not Applicable unit
3014,
3015,
3016,
3017,40.0 inch
3018,
3019,
3020,3.7 volt
3021,3.5 inch
3022,20.0 centimetre
3023,20.0 centimetre
3024,12.0 volt
3025,24.5 centimetre
3026,
3027,5.0 volt
3028,33.50 inch
3029,300.0 pound
3030,
3031,3.27 inch
3032,3.27 inch
3033,160.0 ounce
3034,220.0 volt
3035,2000.0 watt
3036,2.0 kilogram
3037,9.40 inch
3038,9.4 cm
3039,1.95 watt
3040,12.0 volt
